t,omega_true,omega_ref,tau_cmd,d_hat,d_true
0.0406,24.1486026,30,0.116822587,0.00283692919,0
0.0407,24.1714839,30,0.116822587,0.00283692919,0
0.0408,24.1943647,30,0.116822587,0.00283692919,0
0.0409,24.2172451,30,0.116822587,0.00283692919,0
0.041,24.2401251,30,0.116822587,0.00283692919,0
0.0411,24.2621122,30,0.112360569,0.00272676182,0
0.0412,24.2840988,30,0.112360569,0.00272676182,0
0.0413,24.306085,30,0.112360569,0.00272676182,0
0.0414,24.3280708,30,0.112360569,0.00272676182,0
0.0415,24.3500561,30,0.112360569,0.00272676182,0
0.0416,24.372041,30,0.112360569,0.00272676182,0
0.0417,24.3940255,30,0.112360569,0.00272676182,0
0.0418,24.4160095,30,0.112360569,0.00272676182,0
0.0419,24.4379931,30,0.112360569,0.00272676182,0
0.042,24.4599762,30,0.112360569,0.00272676182,0
0.0421,24.4811015,30,0.108073714,0.00262070099,0
0.0422,24.5022264,30,0.108073714,0.00262070099,0
0.0423,24.5233509,30,0.108073714,0.00262070099,0
0.0424,24.544475,30,0.108073714,0.00262070099,0
0.0425,24.5655986,30,0.108073714,0.00262070099,0
0.0426,24.5867219,30,0.108073714,0.00262070099,0
0.0427,24.6078447,30,0.108073714,0.00262070099,0
0.0428,24.628967,30,0.108073714,0.00262070099,0
0.0429,24.650089,30,0.108073714,0.00262070099,0
0.043,24.6712105,30,0.108073714,0.00262070099,0
0.0431,24.6915079,30,0.103955089,0.00251863032,0
0.0432,24.7118049,30,0.103955089,0.00251863032,0
0.0433,24.7321015,30,0.103955089,0.00251863032,0
0.0434,24.7523976,30,0.103955089,0.00251863032,0
0.0435,24.7726934,30,0.103955089,0.00251863032,0
0.0436,24.7929888,30,0.103955089,0.00251863032,0
0.0437,24.8132837,30,0.103955089,0.00251863032,0
0.0438,24.8335783,30,0.103955089,0.00251863032,0
0.0439,24.8538724,30,0.103955089,0.00251863032,0
0.044,24.8741661,30,0.103955089,0.00251863032,0
0.0441,24.8936681,30,0.0999980467,0.00242042858,0
0.0442,24.9131696,30,0.0999980467,0.00242042858,0
0.0443,24.9326708,30,0.0999980467,0.00242042858,0
0.0444,24.9521715,30,0.0999980467,0.00242042858,0
0.0445,24.9716719,30,0.0999980467,0.00242042858,0
0.0446,24.9911719,30,0.0999980467,0.00242042858,0
0.0447,25.0106715,30,0.0999980467,0.00242042858,0
0.0448,25.0301707,30,0.0999980467,0.00242042858,0
0.0449,25.0496695,30,0.0999980467,0.00242042858,0
0.045,25.0691679,30,0.0999980467,0.00242042858,0
0.0451,25.0879056,30,0.0961962133,0.00232597182,0
0.0452,25.1066429,30,0.0961962133,0.00232597182,0
0.0453,25.1253798,30,0.0961962133,0.00232597182,0
0.0454,25.1441163,30,0.0961962133,0.00232597182,0
0.0455,25.1628525,30,0.0961962133,0.00232597182,0
0.0456,25.1815883,30,0.0961962133,0.00232597182,0
0.0457,25.2003237,30,0.0961962133,0.00232597182,0
0.0458,25.2190588,30,0.0961962133,0.00232597182,0
0.0459,25.2377935,30,0.0961962133,0.00232597182,0
0.046,25.2565278,30,0.0961962133,0.00232597182,0
